status,duration_months,credit_history,purpose,amount_dm,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_group
below_0_dm,9,no_or_repaid_credits,furniture_equipment,458,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,3,unknown_or_none,24,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
below_0_dm,9,no_or_repaid_credits,used_car,918,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,none,1,car_or_other,30,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
200_plus_dm,24,no_or_repaid_credits,other,7393,unknown_or_none,1_to_4_years,1,male_married_or_widowed,none,4,car_or_other,43,none,rent,1,resident_unskilled,1,no,no,good,35_49
0_to_200_dm,10,no_or_repaid_credits,radio_television,1225,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,2,savings_or_life_insurance,37,none,rent,1,skilled_employee_or_official,2,yes,no,good,35_49
no_checking_account,24,no_or_repaid_credits,new_car,2812,1000_plus_dm,7_plus_years,2,female_non_single_or_male_single,none,4,unknown_or_none,26,none,free,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,15,no_or_repaid_credits,new_car,3029,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,2,savings_or_life_insurance,33,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
0_to_200_dm,12,all_repaid_at_bank,other,1480,100_to_500_dm,unemployed,2,male_married_or_widowed,none,4,real_estate,66,bank,own,3,unemployed_or_nonresident_unskilled,2,no,no,good,50_plus
0_to_200_dm,6,all_repaid_at_bank,repairs,1047,unknown_or_none,1_to_4_years,2,female_non_single_or_male_single,none,4,car_or_other,50,none,rent,1,resident_unskilled,2,no,no,good,50_plus
200_plus_dm,15,all_repaid_at_bank,furniture_equipment,1471,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,4,real_estate,35,none,own,2,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,24,no_or_repaid_credits,used_car,5511,below_100_dm,1_to_4_years,4,male_married_or_widowed,none,1,savings_or_life_insurance,25,stores,rent,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,9,no_or_repaid_credits,furniture_equipment,1206,unknown_or_none,7_plus_years,4,female_non_single_or_male_single,none,4,unknown_or_none,25,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,24,repaid_to_date,furniture_equipment,6403,unknown_or_none,under_1_year,1,male_married_or_widowed,none,2,savings_or_life_insurance,33,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,12,no_or_repaid_credits,furniture_equipment,707,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,unknown_or_none,30,bank,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,12,repaid_to_date,new_car,1503,unknown_or_none,1_to_4_years,4,female_single,none,4,unknown_or_none,41,none,free,1,skilled_employee_or_official,2,no,no,good,35_49
below_0_dm,12,no_or_repaid_credits,other,6078,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,2,savings_or_life_insurance,32,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,27,no_or_repaid_credits,retraining,2528,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,1,car_or_other,32,none,rent,1,skilled_employee_or_official,1,yes,no,good,25_34
below_0_dm,12,no_or_repaid_credits,retraining,1037,below_100_dm,4_to_7_years,3,male_married_or_widowed,none,4,unknown_or_none,39,none,rent,1,resident_unskilled,2,no,no,good,35_49
no_checking_account,6,no_or_repaid_credits,new_car,1352,100_to_500_dm,unemployed,1,female_non_single_or_male_single,none,2,car_or_other,23,none,free,1,unemployed_or_nonresident_unskilled,2,yes,no,good,under_25
200_plus_dm,24,no_or_repaid_credits,furniture_equipment,3181,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,4,car_or_other,26,none,rent,1,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,18,no_or_repaid_credits,furniture_equipment,4594,unknown_or_none,under_1_year,3,male_married_or_widowed,none,2,savings_or_life_insurance,32,none,rent,1,skilled_employee_or_official,2,yes,no,good,25_34
below_0_dm,48,no_or_repaid_credits,business,5381,1000_plus_dm,unemployed,3,male_married_or_widowed,none,4,real_estate,40,bank,own,1,unemployed_or_nonresident_unskilled,2,yes,no,good,35_49
200_plus_dm,15,no_or_repaid_credits,new_car,4657,unknown_or_none,1_to_4_years,3,male_married_or_widowed,none,2,savings_or_life_insurance,30,none,rent,1,skilled_employee_or_official,2,yes,no,good,25_34
below_0_dm,9,no_or_repaid_credits,retraining,1391,unknown_or_none,1_to_4_years,2,female_single,none,1,unknown_or_none,27,bank,rent,1,skilled_employee_or_official,2,yes,no,good,25_34
below_0_dm,18,no_or_repaid_credits,retraining,1913,500_to_1000_dm,under_1_year,3,female_single,none,3,unknown_or_none,36,bank,rent,1,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,42,no_or_repaid_credits,furniture_equipment,7166,1000_plus_dm,4_to_7_years,2,female_single,none,4,car_or_other,29,none,free,1,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,13,no_or_repaid_credits,furniture_equipment,1409,below_100_dm,unemployed,2,female_non_single_or_male_single,none,4,unknown_or_none,64,none,rent,1,skilled_employee_or_official,2,no,no,good,50_plus
200_plus_dm,24,repaid_to_date,retraining,2978,1000_plus_dm,1_to_4_years,4,male_married_or_widowed,none,4,unknown_or_none,32,none,rent,2,skilled_employee_or_official,1,yes,no,good,25_34
200_plus_dm,12,all_repaid_at_bank,furniture_equipment,976,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,35,none,rent,2,skilled_employee_or_official,2,no,no,good,35_49
200_plus_dm,24,repaid_to_date,retraining,2375,100_to_500_dm,1_to_4_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,44,none,rent,2,skilled_employee_or_official,1,yes,no,good,35_49
200_plus_dm,12,all_repaid_at_bank,furniture_equipment,522,100_to_500_dm,7_plus_years,4,male_married_or_widowed,none,4,car_or_other,42,none,rent,2,skilled_employee_or_official,1,yes,no,good,35_49
200_plus_dm,28,all_repaid_at_bank,furniture_equipment,2743,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,29,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,11,all_repaid_at_bank,furniture_equipment,1154,below_100_dm,unemployed,4,female_non_single_or_male_single,none,4,unknown_or_none,57,none,rent,3,resident_unskilled,2,no,no,good,50_plus
200_plus_dm,24,all_repaid_at_bank,new_car,5804,500_to_1000_dm,1_to_4_years,4,male_married_or_widowed,none,2,unknown_or_none,27,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,18,all_repaid_at_bank,furniture_equipment,1169,1000_plus_dm,1_to_4_years,4,male_married_or_widowed,none,3,car_or_other,29,none,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
no_checking_account,15,all_repaid_at_bank,used_car,1478,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,44,none,rent,2,skilled_employee_or_official,1,yes,no,good,35_49
200_plus_dm,12,no_or_repaid_credits,furniture_equipment,776,unknown_or_none,1_to_4_years,4,female_single,none,2,unknown_or_none,28,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,11,all_repaid_at_bank,other,1322,500_to_1000_dm,1_to_4_years,4,female_non_single_or_male_single,none,4,savings_or_life_insurance,40,none,rent,2,skilled_employee_or_official,2,no,no,good,35_49
below_0_dm,16,all_repaid_at_bank,other,1175,unknown_or_none,unemployed,2,male_married_or_widowed,none,3,savings_or_life_insurance,68,none,own,3,unemployed_or_nonresident_unskilled,2,yes,no,good,50_plus
200_plus_dm,12,no_or_repaid_credits,other,2133,1000_plus_dm,7_plus_years,4,female_non_single_or_male_single,none,4,real_estate,52,none,own,1,manager_or_self_employed,2,yes,no,good,50_plus
200_plus_dm,15,all_repaid_at_bank,furniture_equipment,1829,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,46,none,rent,2,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,12,all_repaid_at_bank,furniture_equipment,717,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,unknown_or_none,52,none,rent,3,skilled_employee_or_official,2,no,no,good,50_plus
below_0_dm,39,repaid_to_date,repairs,11760,below_100_dm,4_to_7_years,2,male_married_or_widowed,none,3,real_estate,32,none,free,1,skilled_employee_or_official,2,yes,no,good,25_34
below_0_dm,9,all_repaid_at_bank,repairs,1501,unknown_or_none,7_plus_years,2,female_non_single_or_male_single,none,3,savings_or_life_insurance,34,none,rent,2,manager_or_self_employed,2,yes,no,bad,25_34
no_checking_account,12,no_or_repaid_credits,repairs,1200,1000_plus_dm,1_to_4_years,4,female_non_single_or_male_single,none,4,car_or_other,23,bank,free,1,skilled_employee_or_official,2,yes,no,good,under_25
below_0_dm,9,no_or_repaid_credits,other,3195,1000_plus_dm,1_to_4_years,1,female_non_single_or_male_single,none,2,unknown_or_none,33,none,rent,1,resident_unskilled,2,no,no,good,25_34
200_plus_dm,30,all_repaid_at_bank,furniture_equipment,4530,unknown_or_none,4_to_7_years,4,female_non_single_or_male_single,none,4,savings_or_life_insurance,26,none,free,1,manager_or_self_employed,2,yes,no,good,25_34
200_plus_dm,12,repaid_to_date,domestic_appliances,1555,500_to_1000_dm,7_plus_years,4,male_married_or_widowed,none,4,real_estate,55,none,own,2,skilled_employee_or_official,1,no,no,bad,50_plus
below_0_dm,15,all_repaid_at_bank,retraining,2326,100_to_500_dm,1_to_4_years,2,male_married_or_widowed,none,4,savings_or_life_insurance,27,bank,rent,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,18,all_repaid_at_bank,retraining,1887,1000_plus_dm,1_to_4_years,4,female_single,none,4,unknown_or_none,28,bank,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,12,all_repaid_at_bank,retraining,1264,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,4,real_estate,57,none,free,1,resident_unskilled,2,no,no,good,50_plus
200_plus_dm,7,repaid_to_date,furniture_equipment,846,1000_plus_dm,7_plus_years,3,male_married_or_widowed,none,4,real_estate,36,none,own,1,skilled_employee_or_official,2,no,no,good,35_49
200_plus_dm,15,all_repaid_at_bank,repairs,1532,below_100_dm,1_to_4_years,4,female_non_single_or_male_single,none,3,savings_or_life_insurance,31,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,6,repaid_to_date,furniture_equipment,935,unknown_or_none,1_to_4_years,3,female_non_single_or_male_single,none,2,unknown_or_none,24,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
no_checking_account,27,all_repaid_at_bank,retraining,2442,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,43,stores,rent,4,manager_or_self_employed,1,yes,no,good,35_49
below_0_dm,18,all_repaid_at_bank,retraining,3590,unknown_or_none,unemployed,3,female_single,none,3,savings_or_life_insurance,40,none,rent,3,unemployed_or_nonresident_unskilled,1,yes,no,good,35_49
200_plus_dm,21,all_repaid_at_bank,used_car,2288,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,4,car_or_other,23,none,rent,1,skilled_employee_or_official,2,yes,no,good,under_25
200_plus_dm,27,repaid_to_date,retraining,5117,unknown_or_none,4_to_7_years,3,male_married_or_widowed,none,4,savings_or_life_insurance,26,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,39,all_repaid_at_bank,used_car,14179,1000_plus_dm,4_to_7_years,4,male_married_or_widowed,none,4,car_or_other,30,none,rent,2,manager_or_self_employed,2,yes,no,good,25_34
200_plus_dm,15,no_or_repaid_credits,furniture_equipment,1386,1000_plus_dm,1_to_4_years,4,female_single,none,2,unknown_or_none,40,none,free,1,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,12,all_repaid_at_bank,furniture_equipment,618,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,unknown_or_none,56,none,rent,1,skilled_employee_or_official,2,no,no,good,50_plus
200_plus_dm,12,no_or_repaid_credits,used_car,1574,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,unknown_or_none,50,none,rent,1,skilled_employee_or_official,2,no,no,good,50_plus
200_plus_dm,6,all_repaid_at_bank,furniture_equipment,700,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,4,real_estate,36,none,own,2,skilled_employee_or_official,2,no,no,good,35_49
200_plus_dm,12,no_or_repaid_credits,furniture_equipment,886,1000_plus_dm,1_to_4_years,4,female_non_single_or_male_single,none,2,savings_or_life_insurance,21,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,36,no_or_repaid_credits,new_car,4686,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,2,real_estate,32,none,own,1,manager_or_self_employed,2,yes,no,good,25_34
below_0_dm,9,no_or_repaid_credits,furniture_equipment,790,100_to_500_dm,1_to_4_years,4,female_non_single_or_male_single,none,3,unknown_or_none,66,none,rent,1,resident_unskilled,2,no,no,good,50_plus
below_0_dm,12,no_or_repaid_credits,furniture_equipment,766,100_to_500_dm,1_to_4_years,4,male_married_or_widowed,none,3,unknown_or_none,66,none,rent,1,resident_unskilled,2,no,no,bad,50_plus
no_checking_account,20,no_or_repaid_credits,used_car,2212,1000_plus_dm,4_to_7_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,39,none,rent,1,skilled_employee_or_official,2,yes,no,good,35_49
below_0_dm,10,no_or_repaid_credits,other,7308,unknown_or_none,unemployed,2,male_married_or_widowed,none,4,real_estate,70,bank,own,1,manager_or_self_employed,2,yes,no,good,50_plus
below_0_dm,24,all_repaid_at_bank,repairs,5743,unknown_or_none,under_1_year,2,female_non_single_or_male_single,none,4,real_estate,24,none,own,2,skilled_employee_or_official,2,yes,no,good,under_25
no_checking_account,14,no_or_repaid_credits,other,3973,unknown_or_none,unemployed,1,male_married_or_widowed,none,4,real_estate,22,none,own,1,skilled_employee_or_official,2,no,no,good,under_25
below_0_dm,60,repaid_to_date,furniture_equipment,7418,1000_plus_dm,1_to_4_years,1,male_married_or_widowed,none,1,unknown_or_none,27,none,rent,1,resident_unskilled,2,no,no,good,25_34
below_0_dm,20,repaid_to_date,business,2629,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,3,savings_or_life_insurance,29,bank,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
below_0_dm,18,no_or_repaid_credits,retraining,1941,500_to_1000_dm,1_to_4_years,4,male_married_or_widowed,none,2,car_or_other,35,none,rent,1,resident_unskilled,2,yes,no,good,35_49
below_0_dm,24,repaid_to_date,used_car,2333,1000_plus_dm,under_1_year,4,male_married_or_widowed,none,2,car_or_other,29,bank,rent,1,resident_unskilled,2,no,no,good,25_34
200_plus_dm,12,no_or_repaid_credits,new_car,2445,1000_plus_dm,under_1_year,2,female_single,none,4,savings_or_life_insurance,26,none,free,1,skilled_employee_or_official,2,yes,no,good,25_34
below_0_dm,20,no_or_repaid_credits,new_car,6468,1000_plus_dm,unemployed,1,male_divorced_or_separated,none,4,unknown_or_none,60,none,rent,1,manager_or_self_employed,2,yes,no,good,50_plus
below_0_dm,18,all_repaid_at_bank,used_car,7374,unknown_or_none,unemployed,4,male_married_or_widowed,none,4,car_or_other,40,stores,rent,2,manager_or_self_employed,2,yes,no,good,35_49
200_plus_dm,15,no_or_repaid_credits,new_car,3812,below_100_dm,under_1_year,1,female_non_single_or_male_single,none,4,savings_or_life_insurance,23,none,rent,1,skilled_employee_or_official,2,yes,no,good,under_25
no_checking_account,28,no_or_repaid_credits,other,4006,unknown_or_none,1_to_4_years,3,male_married_or_widowed,none,2,savings_or_life_insurance,45,none,rent,1,resident_unskilled,2,no,no,bad,35_49
below_0_dm,12,no_or_repaid_credits,other,7472,1000_plus_dm,unemployed,1,female_non_single_or_male_single,none,2,unknown_or_none,24,none,free,1,unemployed_or_nonresident_unskilled,2,no,no,good,under_25
0_to_200_dm,12,no_or_repaid_credits,used_car,1424,1000_plus_dm,7_plus_years,3,female_non_single_or_male_single,none,4,unknown_or_none,55,none,rent,1,manager_or_self_employed,2,yes,no,good,50_plus
below_0_dm,12,no_or_repaid_credits,new_car,2028,1000_plus_dm,1_to_4_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,30,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,15,no_or_repaid_credits,other,5324,100_to_500_dm,7_plus_years,1,female_non_single_or_male_single,none,4,real_estate,35,none,own,1,skilled_employee_or_official,2,no,no,good,35_49
below_0_dm,36,no_or_repaid_credits,furniture_equipment,2323,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,24,none,free,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,12,no_or_repaid_credits,repairs,1393,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,car_or_other,47,bank,rent,3,skilled_employee_or_official,1,yes,no,good,35_49
200_plus_dm,18,no_or_repaid_credits,used_car,1984,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,4,real_estate,47,bank,own,2,skilled_employee_or_official,2,no,no,good,35_49
200_plus_dm,24,no_or_repaid_credits,furniture_equipment,999,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,25,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,36,no_or_repaid_credits,retraining,7409,1000_plus_dm,7_plus_years,3,male_married_or_widowed,none,2,car_or_other,37,none,rent,2,skilled_employee_or_official,2,no,no,good,35_49
200_plus_dm,15,no_or_repaid_credits,used_car,2186,1000_plus_dm,4_to_7_years,1,female_non_single_or_male_single,none,4,unknown_or_none,33,bank,free,1,resident_unskilled,2,no,no,good,25_34
0_to_200_dm,36,no_or_repaid_credits,furniture_equipment,4473,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,31,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,24,no_or_repaid_credits,vacation,937,unknown_or_none,under_1_year,4,female_single,none,3,savings_or_life_insurance,27,none,rent,2,resident_unskilled,2,no,no,good,25_34
200_plus_dm,18,no_or_repaid_credits,used_car,3422,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,car_or_other,47,bank,rent,3,skilled_employee_or_official,1,yes,no,good,35_49
